site_id,category,r2_score
305356084534601.0,0.0,0.42828208975039295
305736084355801.0,3.0,0.16699475835376487
310410081343801.0,0.0,1.0
310418081244701.0,0.0,1.0
310427084591101.0,3.0,0.31401540214332235
310428084310501.0,3.0,0.04183832249492858
310428084310503.0,3.0,0.5577626126571569
310507084262201.0,3.0,0.29689673023539753
310602081423601.0,0.0,1.0
310629081323301.0,0.0,1.0
310651084404501.0,0.0,0.36026804441082083
310706082155101.0,3.0,0.0650736756126008
310810081292801.0,0.0,1.0
310810081292802.0,0.0,1.0
310810081323501.0,0.0,1.0
310813083260301.0,2.0,0.010030310890538963
310818081293701.0,0.0,1.0
310818081294201.0,0.0,1.0
310822081294201.0,0.0,1.0
310835081294501.0,0.0,1.0
310835081294502.0,0.0,1.0
310901081284401.0,0.0,1.0
310901081284402.0,0.0,1.0
310901081284403.0,0.0,0.0062637638910955085
310902081284201.0,0.0,0.31679606001449145
310906081293201.0,0.0,9.029191040221818e-05
310924081295201.0,0.0,0.00028210070394896203
310924081295202.0,1.0,0.025868520760073843
310925081312201.0,0.0,1.0
310925081312202.0,0.0,1.0
310925081312203.0,1.0,0.27829950574079176
310931081291002.0,0.0,1.0
310938081285301.0,0.0,1.0
310938081285302.0,0.0,0.03030303030303383
311007081301701.0,0.0,1.0
311007081301702.0,0.0,1.0
311009084495502.0,0.0,0.10009835708158887
311009084495503.0,0.0,0.47637097877988854
311011081293101.0,1.0,0.07201806435780722
311022081304601.0,0.0,0.062467047531000186
311022081304602.0,0.0,0.17597974416630613
311028081285902.0,0.0,0.002616340574952747
311059081285702.0,0.0,0.17249784480049424
311319086153601.0,1.0,0.11418977882796588
311335084311901.0,1.0,0.2683461224798943
311400084295502.0,,0.1282458655837243
311454081210503.0,1.0,0.3231391155283845
311456081210501.0,0.0,0.05134725362279702
311456081210503.0,1.0,3.573826438751926e-05
311456081210504.0,1.0,0.38277988877513724
311530081363901.0,0.0,1.0
311530081363904.0,0.0,1.0
311633081324001.0,1.0,0.030303030303032163
311711081283002.0,1.0,0.025950006494123823
311802084192301.0,3.0,0.12249687239657314
311802084192302.0,3.0,0.20501422699082217
311802084192303.0,1.0,0.4390871407248914
311909081281101.0,1.0,0.15153382561939233
311909081281102.0,1.0,0.018751012716199833
311909081281103.0,1.0,0.12431791094007083
312044110141901.0,3.0,0.41321882858723
312115089193601.0,,0.06737521914431088
312127084065801.0,3.0,0.28187155933180796
312207110070702.0,1.0,0.04964828242540653
312214110071601.0,0.0,0.18882950824320266
312214110071602.0,0.0,0.16714356979895284
312232084391701.0,0.0,0.24975200392233798
312446081271203.0,0.0,0.015123158080980414
312617084110701.0,,0.12251644821886376
312642110063701.0,1.0,0.2905832612672171
312642110063702.0,1.0,0.416504727642243
312654084210102.0,0.0,0.061196390360895525
312654084210103.0,3.0,0.8247843024216114
312704084071601.0,1.0,0.2342846990689088
312705084410301.0,0.0,0.21483324412291382
312709084161701.0,0.0,0.020339611410090774
312711083293101.0,3.0,0.42931992390285656
312712082593301.0,3.0,0.02526541147986794
312716110063302.0,1.0,0.372548532873464
312827084551501.0,2.0,0.10484558076589612
312827084551503.0,2.0,0.14035176929647664
312853084275101.0,1.0,0.014502546645032255
312859110070601.0,1.0,0.16257209757408775
312900110071001.0,0.0,0.00028131728814384527
312919084153801.0,0.0,0.3765101387364075
312947084092201.0,0.0,0.08179560184945067
312950084131801.0,,0.0002689211413164916
313000084100301.0,0.0,0.04851429604254254
313019084104601.0,,0.027316171041913972
313031084005901.0,3.0,0.5961698683473196
313040084125901.0,0.0,0.18682992121708408
313105084064202.0,3.0,0.2572882519269063
313105084064301.0,3.0,0.1728145764535456
313105084064302.0,,0.05610929597992953
313105110074501.0,0.0,0.01929387985003561
313108110075202.0,0.0,0.3240831420692991
313130084101001.0,0.0,0.05630202078547397
313146083491601.0,3.0,0.7343716865045077
313247084005001.0,3.0,0.3025476974396115
313253081433501.0,0.0,1.0
313253081433502.0,3.0,0.15558169528206656
313253081433503.0,3.0,0.014982548735831491
313253081433504.0,2.0,0.16785697519651777
313256091214201.0,2.0,0.8218898371218317
313302084120301.0,0.0,0.0021916463961361154
313309110094301.0,0.0,0.0246262685084625
313312110082301.0,0.0,0.016512016149061504
313312110082302.0,1.0,0.01599966743918646
313312110082303.0,1.0,0.10830148977441878
313312110082501.0,1.0,0.10813806968472128
313312110082502.0,0.0,0.07681970741980604
313330091223702.0,2.0,0.7931671141451213
313450084091801.0,3.0,0.09701562348002368
313521084051001.0,0.0,0.20707150968176602
313530084203202.0,1.0,2.619196509789923e-06
313532084203501.0,2.0,0.0033797308374563517
313534084103001.0,3.0,0.5933640819755368
313534084103002.0,3.0,0.36898563525264505
313534084103003.0,3.0,0.2468491110176132
313554084062501.0,3.0,0.7188663855663747
313605091202201.0,2.0,0.7530341926470292
313618110162301.0,3.0,0.9951152922446979
313625084041501.0,3.0,0.0001487691663515367
313643110100101.0,1.0,0.23304949475820047
313643110100102.0,1.0,0.006465338936491372
313701081543501.0,3.0,0.09651636332653224
313738110102901.0,0.0,0.05329108218867473
313808084093601.0,0.0,0.36640195614621407
313812084125001.0,3.0,0.05746765728836112
313813084125001.0,3.0,0.138299630587437
313823081154201.0,0.0,0.050355664736531414
313845081361701.0,3.0,0.15791209156627206
313928089103001.0,2.0,0.2036177113034323
313953084361201.0,0.0,0.03599166335891579
313953084361202.0,2.0,0.026476945133374286
314115088392301.0,1.0,0.8075180867440896
314144110104701.0,1.0,0.03471913518557712
314144110104702.0,1.0,0.06396909524885475
314210089084401.0,2.0,0.27782226384317554
314248110105901.0,1.0,0.5367775429937764
314317110113401.0,0.0,0.2837153942592735
314318110113101.0,0.0,0.1821971000977659
314330084005401.0,0.0,0.059351639603606676
314330084005402.0,0.0,0.14042605637139705
314330084005403.0,0.0,0.19026773633325933
314343081251901.0,1.0,0.27647657857534713
314511110120601.0,0.0,0.028467725300787228
314602084473701.0,3.0,0.3094073288367435
314611084310301.0,3.0,0.08579060386277182
315113081121401.0,3.0,0.007231399034875241
315214081235301.0,0.0,0.07491700943172996
315353084192501.0,3.0,0.5507588587430082
315353084192502.0,3.0,0.07076220495677998
315356081214301.0,,0.8635174537735699
315443081185902.0,0.0,0.02669542398439806
315443081185903.0,0.0,0.013245915910009343
315712106361803.0,3.0,0.3839651301751822
315731083542301.0,2.0,0.1873184417334398
315731083542302.0,1.0,0.15439251315880054
315906081011202.0,2.0,0.5334911777491326
315906081011204.0,0.0,0.011605974791547902
315909110540601.0,,0.2180145364938355
315950081161201.0,1.0,0.008889417620063789
315953106390601.0,1.0,0.11322523381128269
320003084240501.0,1.0,0.443009364739801
320021081124801.0,2.0,0.3403103116935664
320039084235601.0,1.0,0.554000565341211
320048084240101.0,1.0,0.5178461691102286
320107084240801.0,2.0,0.4255680196138969
320122080510204.0,1.0,0.4090234826313135
320127080511201.0,,0.6985530873164275
320127080511203.0,0.0,0.001543484838005038
320127080511205.0,0.0,0.04829164488578752
320127080511301.0,1.0,0.4662475775511704
320139083511602.0,3.0,0.0010029018453608929
320150080540601.0,2.0,0.9520966975846771
320202080541201.0,1.0,0.19404260513948313
320202080541202.0,0.0,0.009860864693248761
320202080541203.0,1.0,0.05612588501513127
320226082301101.0,3.0,0.2098796664985383
320404106385801.0,1.0,0.1280904328497462
320433081042701.0,2.0,0.5184464615447195
320530081085001.0,2.0,0.2393869157533538
320622081063701.0,2.0,0.10801598863797301
320622081063702.0,2.0,0.8393134263231952
320716081153501.0,1.0,0.2686043355899742
320754081364301.0,3.0,0.07129386729121112
320845110551201.0,2.0,0.9722556828529457
320846080502203.0,0.0,0.026292396736661172
320910080472001.0,0.0,0.04057225823698196
320944111125701.0,2.0,0.60411302471528
321005080442705.0,0.0,0.3596552001574598
321058110563301.0,2.0,0.9306285535208524
321105106442101.0,1.0,0.6449504412888614
321110083462701.0,2.0,0.22835014649849006
321125080423000.0,1.0,0.014860713499773803
321142110530301.0,2.0,0.9962132638649714
321208110525001.0,2.0,0.9895394187523386
321240081411501.0,2.0,0.007340166274512505
321240081411502.0,0.0,0.3229561268874175
321302082243601.0,3.0,0.2178654879608648
321332106443701.0,3.0,0.9675172641575416
321332106443702.0,3.0,0.9688886300027257
321332106443703.0,,0.9271014496365416
321358080403802.0,0.0,0.004294800584737857
321459080420101.0,1.0,0.030330201055072892
321459080420102.0,0.0,0.2932309708828619
321517110571802.0,2.0,0.9572102617364725
321547111144001.0,2.0,0.801128277722801
321551080491003.0,0.0,0.5212946105032312
321603080432202.0,0.0,0.10315701799815591
321740106481001.0,3.0,0.2378491449382224
321740106481003.0,3.0,0.26228620903569677
321740106481004.0,3.0,0.688774226845333
321742081234901.0,1.0,0.07507394915820131
321742081234904.0,3.0,0.26067880818042544
321745106492101.0,3.0,0.32015473526713056
321745106492102.0,0.0,0.2189510159684419
321745106492103.0,1.0,0.08459888076003252
321745106492106.0,3.0,0.3039825689279928
321859106503101.0,1.0,0.3718979200291944
321943081151401.0,2.0,0.3877286810655457
322009111191801.0,2.0,0.9684074727567403
322036084590301.0,2.0,0.018893795113562595
322047086214301.0,1.0,0.6282232381320486
322057111134801.0,,0.21216500920856185
322234081190003.0,1.0,0.630739697449548
322236081191001.0,0.0,0.039255473201999846
322245083290101.0,3.0,0.014325781533286563
322310090530202.0,1.0,0.10629577939548929
322323106314701.0,3.0,0.6406047433015261
322339111170001.0,,0.21701462498396373
322500085551201.0,1.0,0.045356801119431855
322540106525101.0,1.0,0.4031984962371249
322652083033001.0,1.0,0.05286674272400249
322745080435800.0,0.0,0.006477397693084419
323030083030003.0,3.0,0.4167817966773689
323047090484401.0,1.0,0.08879389508944524
323123081511601.0,3.0,0.5293701186920449
323123081511602.0,3.0,0.4030250927700406
323302083263401.0,2.0,0.05414962955663616
323510111181001.0,2.0,0.9763725310831798
323802107024101.0,1.0,0.012486521836920228
323917107031601.0,0.0,0.01011689219236478
324003114235701.0,2.0,0.8879842298411068
324141092390501.0,2.0,0.2568994281676318
324143080505900.0,3.0,0.04423208553745528
324209082430201.0,3.0,0.30860849263151424
324226114554901.0,3.0,0.9815902047241626
324239114563601.0,0.0,0.3545869748424777
324248114500601.0,3.0,0.9656749529459726
324303114480501.0,3.0,0.9816047080946746
324325114461001.0,3.0,0.9449965205873676
324410114533801.0,3.0,0.8479747525335578
324419090351201.0,1.0,0.23230655330773775
324421114482101.0,3.0,0.9802995961798051
324450114515101.0,3.0,0.9716433654269739
324459114521701.0,3.0,0.9912247813321381
324525114500701.0,3.0,0.9908975729356797
324615090375001.0,1.0,0.1706703985473954
324729079472001.0,3.0,0.8212479168705625
325002107181201.0,0.0,0.06401863643158123
325232082131501.0,3.0,0.40026741012288003
325449109415501.0,3.0,0.993755147995825
325521109413001.0,3.0,0.9950991610578334
325538109432401.0,3.0,0.6788472176759738
325538109432402.0,3.0,0.42461389354047563
325610109425901.0,3.0,0.9192055337134181
325610109425902.0,3.0,0.4018077337471577
325817090464201.0,1.0,0.29997600420644255
325848082480901.0,3.0,0.1924873326997012
330002092445901.0,2.0,0.9885902031945085
330218080080700.0,3.0,0.7869762275118927
330227090592001.0,1.0,0.23727471412008105
330247079340300.0,1.0,0.27796940871208076
330256080354500.0,3.0,0.8645612984226935
330548081391101.0,0.0,1.0
330548081391102.0,0.0,1.0
330548081391103.0,0.0,1.0
330624091552801.0,2.0,0.5514726739619473
330855092505601.0,2.0,0.9777513282063206
330858084122901.0,1.0,0.2967326552662355
331022080021801.0,2.0,0.00591238464520305
331037081184301.0,0.0,0.35162891152084785
331038081184201.0,,0.1621606001045519
331039081184201.0,,0.0007600785580827996
331043081185601.0,0.0,0.023634320968350053
331044081185301.0,3.0,0.2366230771112241
331044081185401.0,3.0,0.09692436204229804
331044081185501.0,3.0,0.05978529789547238
331144092410601.0,2.0,0.7549850571798727
331346092391101.0,2.0,0.9776672546249071
331438092411901.0,2.0,0.9449842689759423
331507084171801.0,0.0,0.023970276502549126
331711081573701.0,2.0,0.49745552609850474
331849089105101.0,1.0,0.47724238806065344
331940081443501.0,2.0,0.6895558657675
331944082025501.0,2.0,0.8574468981083775
332131082013401.0,2.0,0.5055662552952969
332221081584601.0,,0.7067089757319863
332221081584602.0,,0.3578828865529613
332223091043301.0,1.0,0.2256332477982167
332242091030401.0,1.0,0.2189365127793168
332358081252000.0,3.0,0.1195541163414302
332424079171800.0,3.0,0.9907564370565467
332528082003301.0,1.0,0.5381893468850015
332610079104000.0,3.0,0.9114296691871423
332616081461601.0,2.0,0.05881540752976222
332616081462001.0,2.0,0.012887951759928518
332617081462001.0,2.0,0.07321171217402411
332649081072500.0,1.0,0.07213540915659
332808083010201.0,1.0,0.1473986608678155
332826090441601.0,0.0,0.6895485172155795
333021089202901.0,2.0,0.2579603889581873
333117114322801.0,0.0,0.7303015240045867
333204087324601.0,2.0,0.13296009893152216
333214114535501.0,2.0,0.0276962674238056
333230081290501.0,0.0,0.026115391861255444
333232081290605.0,3.0,0.5504728272383899
333233081290704.0,,0.7411473576542331
333233081290802.0,0.0,0.6762915176547277
333234081290703.0,0.0,0.6898333274952939
333251090323801.0,1.0,0.0075788807994113805
333315090151801.0,1.0,0.11814156543353338
333712088384601.0,3.0,0.6883564708810608
333859114291701.0,3.0,0.9645624556817187
333939114411501.0,2.0,0.8653928656014743
334207084254801.0,1.0,0.1477816547915769
334215089442701.0,1.0,0.13397698113908096
334404102414301.0,3.0,0.9854451015726382
334410079310200.0,3.0,0.9206732497378141
334747078435400.0,2.0,0.04285855804704308
334944080380100.0,0.0,0.7919694837799722
334953101503701.0,3.0,0.3149766846671507
335115079033500.0,3.0,0.9223642215343889
335143079195000.0,3.0,0.9675225045323018
335258091152301.0,1.0,0.8191430259156224
335334078352102.0,2.0,0.0017491949746349933
335334078352106.0,0.0,0.0004736096113483468
335335078351901.0,0.0,0.12225252934935993
335336082214600.0,2.0,0.0040300277699261144
335337094451101.0,1.0,0.3461620210117181
335517084164001.0,0.0,0.025559236085548886
335602080204800.0,2.0,0.5478152968466727
335612084312902.0,1.0,0.09986156430102633
335614084010701.0,1.0,0.2877177968457446
335614084010702.0,1.0,0.012050591237030783
335629078115406.0,0.0,0.07007543497496327
335629078115407.0,0.0,0.14017329373377407
335631078003604.0,1.0,0.3141452605617375
335631078003605.0,1.0,0.561622817428118
335631078003606.0,0.0,0.10394405340406931
335849078054301.0,1.0,0.02056221167342942
335911090553901.0,1.0,0.10860806082925856
335929087021001.0,1.0,0.13776735950205043
340042095051801.0,2.0,0.7116379929564773
340204083132601.0,0.0,0.018097399921069734
340416078084202.0,0.0,0.40068116436782597
340517081401300.0,0.0,0.13987781888101836
340806079563100.0,3.0,0.7051934253087224
340848102392801.0,3.0,0.9759989155005588
341020083201701.0,0.0,0.40422299581347276
341144079345001.0,2.0,0.9450523023425444
341243096534501.0,1.0,0.8252676230587213
341405080110100.0,1.0,0.018175426115397242
341913084325301.0,0.0,1.0
342116101452901.0,3.0,0.9950155726666969
342125084083301.0,0.0,0.0011436939472034835
342136089315001.0,3.0,0.04720937372511935
342440080443900.0,2.0,0.04212752320213686
342440080443901.0,2.0,0.1333593085192628
342527096493301.0,0.0,0.1650517422178328
342550089312801.0,2.0,0.12318967556096705
342633096494401.0,,0.1445766153918634
342718087285601.0,0.0,0.0007407041627581767
342922084511601.0,1.0,0.05669829099753598
343017096561501.0,3.0,0.4006814832926465
343022096565701.0,1.0,0.2984984300278892
343048093030401.0,2.0,0.47174676232051915
343105080172100.0,1.0,0.6559069227861795
343108090462601.0,1.0,0.4599371195874027
343409111511101.0,0.0,0.1874635392328492
343457096404501.0,3.0,0.05368768367375587
343609077171301.0,0.0,0.20883487765068076
343641077290101.0,3.0,0.08735754169089371
343641077290103.0,3.0,0.5755318862721409
343641077290104.0,3.0,0.14371307669354738
343641077290106.0,0.0,0.0108813458811311
343714082285600.0,1.0,0.42626066563990506
343715079411500.0,0.0,0.1534761728809192
343753106430601.0,3.0,0.7451776912428817
343753106430602.0,3.0,0.5684848484848583
343850111460701.0,3.0,0.7468277217820265
343852111460301.0,3.0,0.9582143794612694
344000081250011.0,2.0,0.09312281261680322
344037077253901.0,0.0,0.06996962217347569
344139077211202.0,3.0,0.9708448086837054
344139077211204.0,0.0,0.05302553724354664
344139077211205.0,0.0,0.005394338377659236
344139077211206.0,1.0,0.09101157431408069
344139077211207.0,1.0,0.04730799214146875
344143099560601.0,1.0,0.6596896786968982
344203077182001.0,1.0,0.0021216206934990822
344304077232901.0,0.0,0.1445025795581213
344314083433201.0,1.0,0.004984070554256537
344323076451301.0,0.0,0.002193014975440666
344327114313001.0,3.0,0.07384803529233575
344333080503600.0,0.0,0.05543972701084554
344333080503601.0,0.0,0.08716746206871451
344425077272501.0,1.0,0.37264371314380274
344431106393401.0,3.0,0.6978699881925599
344431106393402.0,3.0,0.8611840648039674
344431106393403.0,3.0,0.754095618370199
344520079281001.0,0.0,0.260761745618744
344544079263701.0,0.0,0.05552495145231684
344544112025001.0,2.0,0.28655978649233493
344651091355102.0,2.0,0.19676338045545172
344653091382701.0,2.0,0.7885535628893772
344656098031401.0,2.0,0.1992209880171042
344749098350301.0,1.0,0.2524906585016867
345051078012109.0,0.0,0.16301411546988442
345051083041800.0,1.0,0.019269720781483146
345145081502900.0,2.0,0.6609646853115797
345342102313801.0,2.0,0.9275540350639394
345403085160001.0,0.0,0.05914306235214384
345413091493401.0,,0.48951612764251906
345603110450301.0,2.0,0.02082095464453204
345609080415102.0,1.0,0.13806150832675512
345609080415103.0,3.0,0.2969583966684298
345650106415901.0,1.0,0.8006880426204404
345650106415902.0,1.0,0.007259531715758771
345650106415903.0,1.0,0.06451139299977449
345650106415904.0,1.0,0.6152517062804339
345758106364001.0,2.0,0.8782387915469825
345758106364002.0,2.0,0.8156842545230591
345758106364003.0,2.0,0.9563055451368826
345809077301408.0,0.0,0.31743806839779465
345812079313401.0,1.0,0.004804187734428589
345830081033100.0,1.0,0.06756669502131474
345830081033101.0,1.0,0.11798700827917985
350002090054400.0,3.0,0.7922287881660787
350002110355501.0,2.0,0.4968255257823222
350034086422800.0,1.0,0.23449030467574628
350056106370102.0,2.0,0.9043094282880919
350056106370103.0,2.0,0.9709336848733708
350100106405701.0,1.0,0.4641928860364154
350100106405702.0,1.0,0.35816133181048726
350124090072200.0,2.0,0.2642066848770912
350150081012500.0,0.0,0.19184631933973573
350234085181200.0,0.0,0.0031457090318400827
350244106450201.0,2.0,0.9037937504390172
350244106450202.0,2.0,0.8979201643486978
350244106450203.0,2.0,0.8888924077670324
350256106390801.0,1.0,0.7723652023214521
350307106410601.0,1.0,0.8177003271230988
350307106410602.0,1.0,0.8128713321800553
350344090130000.0,0.0,0.12235525829331906
350359106254701.0,3.0,0.8015426546075886
350406089444401.0,2.0,0.9484691153831899
350414104485101.0,3.0,0.12567097214299205
350427112414701.0,2.0,0.41572148260324293
350432090015101.0,2.0,0.49703851417821
350506089483101.0,2.0,0.8841941177696953
350514089553700.0,2.0,0.5813891968862535
350534106354701.0,2.0,0.7598542013407558
350534106354702.0,2.0,0.7108438173740628
350534106354703.0,2.0,0.6807031576800255
350545106335901.0,2.0,0.732770029778008
350545106335902.0,2.0,0.5729437090453016
350545106335903.0,2.0,0.5381902334379584
350616112435601.0,2.0,0.6825880302497098
350638106413701.0,2.0,0.3267519702527846
350638106413702.0,2.0,0.47088158580588146
350638106413703.0,2.0,0.32786127670620024
350638106413704.0,2.0,0.2788752580767948
350638106413705.0,2.0,0.32268066251248584
350638106413706.0,2.0,0.07630798495626889
350653106311601.0,2.0,0.6044356752115858
350653106311602.0,2.0,0.6389577180720379
350653106311603.0,2.0,0.9859012665555584
350658089560100.0,3.0,0.8289674900792244
350706106390301.0,,0.6913404596434283
350706106390302.0,,0.6862798894483069
350706106390303.0,1.0,0.7779258039187344
350721106211001.0,3.0,0.000591775920944948
350724089555600.0,2.0,0.0018547635215839797
350735089593300.0,2.0,0.8418564341307624
350750085045802.0,0.0,0.6083417607783961
350810089430801.0,3.0,0.9480323474154906
350811089430901.0,3.0,0.8945794830859691
350836106395401.0,1.0,0.5729432785242954
350836106395402.0,1.0,0.6370550002263233
350836106395403.0,1.0,0.6009344233525695
350836106395404.0,1.0,0.29720232598384877
350853106205701.0,3.0,0.35196860522575
350857089591401.0,1.0,0.6528208084535285
350900089482300.0,2.0,0.9388478009068626
350908106344401.0,2.0,0.8184997626217985
350908106344402.0,2.0,0.6497142406156836
350910090015102.0,3.0,0.8012860113701947
350910106414801.0,2.0,0.7448218932935108
350910106414802.0,2.0,0.6922838230192718
350910106414803.0,2.0,0.6585441932879383
350914090010601.0,2.0,0.3999022252873241
350918081263408.0,3.0,0.02591239454393557
350954106212401.0,3.0,0.5642377500370107
350959110562303.0,3.0,0.9112173391010602
351022111061801.0,3.0,0.6125522837251332
351100089523600.0,3.0,0.00740995130370925
351102089582701.0,0.0,0.1373078506372567
351113089583101.0,0.0,0.21252017949623636
351114106330601.0,2.0,0.9141222707156186
351114106330602.0,2.0,0.9138969810531007
351114106330603.0,2.0,0.9185089023832237
351115085025001.0,1.0,0.06546546246282814
351117083545001.0,0.0,0.004256423902291195
351121083545002.0,1.0,0.004415515654268454
351126079301401.0,2.0,0.16170083239121824
351132079275301.0,2.0,0.07131018495678976
351146085122701.0,2.0,0.08795359564988314
351201106400501.0,2.0,0.27635683538788136
351201106400502.0,2.0,0.30003597043365127
351201106400503.0,2.0,0.6114227412420247
351201106400504.0,2.0,0.05782512643491944
351201106400505.0,2.0,0.4460784297946885
351201106400506.0,2.0,0.45497340052491464
351214111022101.0,3.0,0.9712664018249919
351248085131601.0,0.0,3.6664969002786485e-05
351249085110101.0,3.0,0.13612590868154983
351308098341601.0,3.0,0.04030330701851714
351354092232401.0,1.0,0.6978379238030619
351357106323001.0,2.0,0.967675694874277
351357106323002.0,2.0,0.9666739178348439
351357106323003.0,2.0,0.8627629817632952
351428085003600.0,0.0,1.0
351435090005200.0,2.0,0.259448747574095
351439089572301.0,2.0,0.04433152589362854
351515106410401.0,3.0,0.09875534576688472
351515106410402.0,3.0,0.10966997947837098
351515106410403.0,2.0,0.1847269960117518
351709082434101.0,0.0,0.04014683394280627
351808082374302.0,0.0,0.005506218653250072
351821106333901.0,3.0,0.00432364833321186
351821106333902.0,1.0,0.7071136279089092
351849078163901.0,0.0,0.3294577658020712
352012081154301.0,,0.014238964220141814
352012081154302.0,,0.011205697083201183
352042089523401.0,1.0,0.14196824901243899
352042089523402.0,0.0,0.061905896168377605
352042089523403.0,0.0,0.07162910060399175
352142099122501.0,1.0,0.9073112820068274
352226089330102.0,2.0,0.3291482133192789
352315082484401.0,1.0,0.002438789590218371
352341090213101.0,1.0,0.28090427474123847
352423098341701.0,3.0,0.08950745867193977
352515086011702.0,1.0,0.45112329551926544
352519083272401.0,1.0,0.009743814769098358
352726090523101.0,3.0,0.9193177265816772
352949105144301.0,2.0,0.7311973917972729
353107097453701.0,1.0,0.04700808109569399
353135080524201.0,1.0,0.05933927197543176
353135080524202.0,1.0,0.05792387586248471
353135080524203.0,0.0,0.03710896249561124
353146105144801.0,3.0,0.5468292510696029
353219077153801.0,0.0,0.21715055279704965
353232089115601.0,0.0,0.07886201465076659
353348106025101.0,3.0,0.5698377394258307
353348106025102.0,3.0,0.9942721174824595
353348106025103.0,3.0,0.6109714285714196
353606090510701.0,3.0,0.8481677633351616
353824106040901.0,2.0,0.8832108870270295
353824106040902.0,2.0,0.9823345955972616
353824106040903.0,3.0,0.8441220780982484
353825105594701.0,3.0,0.33389047573342845
353825105594702.0,3.0,0.12969846895067105
353825105594703.0,3.0,0.9706436302701992
353839089493500.0,2.0,0.003094461011028393
353922083345600.0,1.0,0.027596236542729136
353945105574501.0,3.0,0.9866477478599482
353945105574502.0,2.0,0.568915732621885
353945105574503.0,2.0,0.9374615998408329
354056106215801.0,3.0,0.7802632295979279
354057080362601.0,1.0,0.11446604835084395
354112098430601.0,1.0,0.848715651823649
354133082042201.0,0.0,0.10462337207476535
354133082042203.0,0.0,0.10128940444736201
354228106044901.0,3.0,0.6095693779903817
354228106044902.0,3.0,0.28467502155030455
354228106044903.0,3.0,0.7020822752666709
354302081433201.0,0.0,0.0021942584006698906
354302081433202.0,1.0,8.291509981539491e-05
354315078300101.0,1.0,0.21124256951202114
354315078300103.0,1.0,0.20092500519991874
354321105573701.0,3.0,0.2996696594223327
354321105573702.0,3.0,0.2597684633139312
354321105573703.0,3.0,0.985295533078508
354418076463601.0,0.0,0.1959523443898581
354442096400801.0,2.0,0.9901530873333324
354525097242201.0,3.0,0.00823765140330368
354527099470501.0,3.0,0.20011353755720607
354616081085101.0,,0.16847148880883933
354616081085102.0,,0.174822466454292
354731106072001.0,2.0,0.8881858146665683
354731106072002.0,2.0,0.9094605005971985
354731106072003.0,3.0,0.9296553194230935
354916090512501.0,2.0,0.8039927194080116
355000106092802.0,1.0,0.38416777901436694
355000106092803.0,1.0,0.8240271654734639
355031081243202.0,0.0,0.004388055364199506
355031081243203.0,0.0,0.006848754934769996
355120105593901.0,1.0,0.38625742055929924
355120105593902.0,1.0,0.4224541705718887
355359080331701.0,1.0,0.34415835270306705
355510096293501.0,,0.6090991227128123
355522079043001.0,3.0,0.63824626880871
355944079013401.0,2.0,0.44140576004119036
360020087573300.0,2.0,0.05419702921443481
360055110304001.0,2.0,0.9868540400166761
360252090173201.0,0.0,0.1136789180544121
