,site_id,agency,latitude,longitude,state,well_depth_va,hole_depth_va,category,r2_score
1444,463642069344601,USGS,46.6116971,-69.57839099,ME,83.0,83.0,0.0,0.0987367291848153
1445,463750114033001,USGS,46.6315896,-114.062051,MT,50.5,,0.0,0.0006713278903749
1446,464259067572901,USGS,46.7164312,-67.957526,ME,40.0,,1.0,0.2015601879931904
1447,465033122570202,USGS,46.84241389,-122.9600389,WA,82.0,148.0,0.0,0.118020407213171
1448,470049113035401,USGS,47.01355016,-113.0658893,MT,206.0,,2.0,0.8240498002079825
1449,470946114013201,USGS,47.16270558,-114.0264957,MT,398.0,398.0,2.0,0.080289936720339
1450,471457068353001,USGS,47.2492057,-68.5911576,ME,50.8,50.8,0.0,9.377676302080308e-05
1451,473423095053301,USGS,47.5729111,-95.092825,MN,35.25,110.0,1.0,0.3648007109050475
1452,473425095052302,USGS,47.57373056,-95.0896778,MN,33.18,,1.0,0.3778309919193836
1453,473425095052602,USGS,47.57360278,-95.090875,MN,29.71,,1.0,0.3827698092549406
1454,473426095052401,USGS,47.5737111,-95.0903917,MN,29.23,,1.0,0.3886204261328474
1455,473442118162201,USGS,47.5781861,-118.2749083,WA,117.0,750.0,3.0,0.0370981386439521
1456,473841096153101,USGS,47.6447,-96.2586083,MN,14.87,19.5,0.0,0.1333238692745101
1457,473933096243701,USGS,47.65925556,-96.4104111,MN,30.35,31.0,0.0,0.2985533843035184
1458,473945096202401,USGS,47.6624833,-96.3400722,MN,171.0,178.0,0.0,1.0
1459,473945096202402,USGS,47.66249167,-96.3400667,MN,19.77,20.0,0.0,0.024904879124411
1460,474005111583803,USGS,47.6680075,-111.978058,MT,47.0,49.0,0.0,0.5312389368629638
1461,474011117072901,USGS,47.66965,-117.1268944,WA,128.6,,3.0,0.0059943930464251
1462,474125096120602,USGS,47.69030556,-96.2016278,MN,29.77,35.0,1.0,0.2163724939211738
1463,474126096165301,USGS,47.69038056,-96.2812889,MN,14.94,16.7,1.0,0.0254715593671072
1464,474135096203001,USGS,47.6929722,-96.3417361,MN,10.42,22.5,0.0,0.1616042220210514
1465,474251114385201,USGS,47.7141052,-114.6487412,MT,377.0,531.0,3.0,0.3681476030398792
1466,474309096122001,USGS,47.7190111,-96.2056889,MN,102.0,121.0,0.0,0.1009744165799203
